
152,58, Flat white,2.15
153,59, Hot Chocolate,1.4
154,59, Frappes - Chocolate Cookie,2.75
155,59,Large Flavoured latte - Hazelnut,2.85
156,60, Iced latte,2.35
157,60, Speciality Tea - English breakfast,1.3
158,60, Iced americano,2.15
159,60, Speciality Tea - Fruit,1.3
160,60, Mocha,2.3
161,61, Mocha,2.3
162,61,Large Latte,2.45
163,62,Regular Hot chocolate,2.2
164,62,Large Americano,2.25
165,62, Smoothies - Carrot Kick,2.0
166,62, Glass of milk,0.7
167,62, Flavoured iced latte - Hazelnut,2.75
168,63,Large Chai latte,2.6
169,63, Flat white,2.15
170,63, Smoothies - Berry Beautiful,2.0
171,63, Red Label tea,1.2
172,64,Regular Flavoured hot chocolate - Hazelnut,2.6
173,64, Frappes - Coffee,2.75
174,64, Glass of milk,0.7
175,64,Large Americano,2.25
176,65, Flat white,2.15
177,65,Regular Espresso,1.5
178,65, Frappes - Coffee,2.75
179,66, Speciality Tea - Earl Grey,1.3
180,66, Speciality Tea - Green,1.3
181,67, Flavoured iced latte - Hazelnut,2.75
182,67, Smoothies - Carrot Kick,2.0
183,67, Flavoured iced latte - Vanilla,2.75
184,67,Large Flavoured hot chocolate - Hazelnut,2.9
185,68, Glass of milk,0.7
186,68, Smoothies - Glowing Greens,2.0
187,68,Large Flavoured latte - Vanilla,2.85
188,69,Large Espresso,1.8
189,69,Large Flavoured hot chocolate - Hazelnut,2.9
190,69,Regular Hot chocolate,2.2
191,70, Speciality Tea - Green,1.3
192,70, Mocha,2.3
193,70,Large Flavoured hot chocolate - Hazelnut,2.9
194,70,Large Americano,2.25
195,71,Regular Flavoured hot chocolate - Vanilla,2.6
196,71, Frappes - Chocolate Cookie,2.75
197,71, Hot Chocolate,1.4
198,71, Flavoured iced latte - Vanilla,2.75
199,72,Regular Flavoured latte - Vanilla,2.55
200,72, Speciality Tea - Peppermint,1.3
201,72, Frappes - Strawberries & Cream,2.75
202,72,Regular Cappuccino,2.15
203,72,Large Chai latte,2.6
204,73, Speciality Tea - Camomile,1.3
205,74, Speciality Tea - Peppermint,1.3
206,74, Speciality Tea - Camomile,1.3
207,75,Regular Flavoured hot chocolate - Vanilla,2.6
208,76,Large Flavoured hot chocolate - Hazelnut,2.9
209,77, Frappes - Coffee,2.75
210,77,Large Flavoured latte - Gingerbread,2.85
211,77, Hot Chocolate,1.4
212,78, Speciality Tea - Fruit,1.3
213,78, Flavoured iced latte - Vanilla,2.75
214,78, Glass of milk,0.7
215,78, Babyccino,0.0
216,78,Regular Americano,1.95
217,79, Red Label tea,1.2
218,79,Large Flavoured hot chocolate - Caramel,2.9
219,79, Iced latte,2.35
220,80, Smoothies - Berry Beautiful,2.0
221,80, Cortado,2.05
222,80, Iced americano,2.15
223,80,Regular Flavoured hot chocolate - Vanilla,2.6
224,80, Speciality Tea - Peppermint,1.3
225,81, Mocha,2.3
226,82,Regular Americano,1.95
227,82, Smoothies - Glowing Greens,2.0
228,82, Red Label tea,1.2
229,82, Frappes - Strawberries & Cream,2.75
230,83, Frappes - Coffee,2.75
231,83, Babyccino,0.0
232,84, Speciality Tea - Green,1.3
233,85, Speciality Tea - English breakfast,1.3
234,85,Large Americano,2.25
235,85,Large Flavoured hot chocolate - Hazelnut,2.9
236,86,Large Flavoured latte - Caramel,2.85
237,86, Iced americano,2.15
238,87,Regular Flavoured hot chocolate - Hazelnut,2.6
239,87, Hot Chocolate,1.4
240,87, Smoothies - Carrot Kick,2.0
241,87,Large Hot chocolate,2.9
242,87,Large Hot chocolate,2.9
243,88, Iced latte,2.35
244,89,Large Flavoured hot chocolate - Caramel,2.9
245,89, Speciality Tea - Camomile,1.3
246,89, Flat white,2.15
247,89,Regular Flavoured latte - Vanilla,2.55
248,90, Glass of milk,0.7
249,90,Large Flavoured latte - Caramel,2.85
250,90,Large Filter coffee,1.8
251,90,Regular Flavoured latte - Hazelnut,2.55
252,91, Flavoured iced latte - Hazelnut,2.75
253,91, Glass of milk,0.7
254,91,Large Filter coffee,1.8
255,91,Large Filter coffee,1.8
256,91,Regular Americano,1.95
257,92,Regular Flavoured hot chocolate - Hazelnut,2.6
258,93, Flavoured iced latte - Hazelnut,2.75
259,93,Large Luxury hot chocolate,2.7
260,93, Speciality Tea - Fruit,1.3
261,93,Regular Flavoured latte - Hazelnut,2.55
262,94,Regular Hot chocolate,2.2
263,94, Iced latte,2.35
264,94, Iced latte,2.35
265,94,Regular Americano,1.95
266,94, Speciality Tea - Earl Grey,1.3
267,95,Regular Americano,1.95
268,95, Speciality Tea - Peppermint,1.3
269,96, Mocha,2.3
270,96,Large Flavoured latte - Caramel,2.85
271,96,Large Hot chocolate,2.9
272,96, Glass of milk,0.7
273,97, Speciality Tea - Green,1.3
274,97, Smoothies - Glowing Greens,2.0
275,97, Smoothies - Carrot Kick,2.0
276,97, Red Label tea,1.2
277,97, Glass of milk,0.7
278,98,Large Latte,2.45
279,98,Regular Hot chocolate,2.2
280,98,Large Flavoured hot chocolate - Vanilla,2.9
281,98, Smoothies - Carrot Kick,2.0
282,98, Speciality Tea - English breakfast,1.3
283,99, Speciality Tea - Earl Grey,1.3
284,99,Regular Hot chocolate,2.2
285,99, Frappes - Chocolate Cookie,2.75
286,99,Regular Americano,1.95
287,99, Iced latte,2.35
288,100, Frappes - Coffee,2.75
289,100,Regular Flavoured latte - Vanilla,2.55
290,100, Flat white,2.15
291,101, Flat white,2.15
292,101,Regular Americano,1.95
293,102, Iced latte,2.35
294,102,Large Americano,2.25
295,102, Flavoured iced latte - Hazelnut,2.75
296,102, Babyccino,0.0
297,103, Smoothies - Glowing Greens,2.0
298,104, Speciality Tea - Darjeeling,1.3
299,104, Frappes - Strawberries & Cream,2.75
300,104, Speciality Tea - Earl Grey,1.3
301,105, Speciality Tea - Fruit,1.3
302,105, Flavoured iced latte - Caramel,2.75
303,106,Large Flavoured latte - Hazelnut,2.85
304,106,Regular Cappuccino,2.15
305,107,Regular Flavoured latte - Caramel,2.55
306,107,Large Chai latte,2.6
307,108, Smoothies - Carrot Kick,2.0
308,108, Speciality Tea - Camomile,1.3
309,108, Red Label tea,1.2
310,108, Speciality Tea - Earl Grey,1.3
311,109, Babyccino,0.0
312,110, Speciality Tea - Darjeeling,1.3
313,110,Large Flavoured hot chocolate - Caramel,2.9
314,110, Smoothies - Carrot Kick,2.0
315,110,Regular Flavoured hot chocolate - Vanilla,2.6
316,111, Frappes - Coffee,2.75
317,112, Smoothies - Carrot Kick,2.0
318,112, Speciality Tea - Green,1.3
319,112, Speciality Tea - Fruit,1.3
320,112,Regular Latte,2.15
321,113,Regular Flavoured latte - Gingerbread,2.55
322,114, Speciality Tea - English breakfast,1.3
323,114,Regular Hot chocolate,2.2
324,114,Regular Flavoured latte - Caramel,2.55
325,115,Large Luxury hot chocolate,2.7
326,115,Regular Hot chocolate,2.2
327,115, Speciality Tea - Darjeeling,1.3
328,115,Regular Flavoured latte - Vanilla,2.55
329,115,Regular Flavoured latte - Gingerbread,2.55
330,116, Speciality Tea - Green,1.3
331,117, Speciality Tea - Fruit,1.3
332,117, Iced latte,2.35
333,117,Regular Espresso,1.5
334,117, Speciality Tea - Peppermint,1.3
335,117, Babyccino,0.0
336,118,Large Americano,2.25
337,119,Regular Latte,2.15
338,120,Large Flavoured latte - Hazelnut,2.85
339,120, Speciality Tea - Darjeeling,1.3
340,121, Speciality Tea - Fruit,1.3
341,121,Large Flavoured hot chocolate - Vanilla,2.9
342,121, Speciality Tea - Darjeeling,1.3
343,122, Speciality Tea - Fruit,1.3
344,122,Large Flavoured latte - Gingerbread,2.85
345,123,Regular Flavoured hot chocolate - Caramel,2.6
346,123,Large Hot chocolate,2.9
347,123, Babyccino,0.0
348,123,Regular Hot chocolate,2.2
349,124,Regular Flavoured latte - Caramel,2.55
350,124, Frappes - Coffee,2.75
351,124, Speciality Tea - Darjeeling,1.3
352,124, Speciality Tea - Peppermint,1.3
353,124, Mocha,2.3
354,125, Speciality Tea - Fruit,1.3
355,125, Iced latte,2.35
356,125,Large Hot chocolate,2.9
357,125, Smoothies - Carrot Kick,2.0
358,126,Large Latte,2.45
359,126, Hot Chocolate,1.4
360,126,Regular Cappuccino,2.15
361,127, Speciality Tea - Peppermint,1.3
362,128,Regular Flavoured latte - Caramel,2.55
363,128, Babyccino,0.0
364,128,Regular Flavoured latte - Hazelnut,2.55
365,128,Large Filter coffee,1.8
366,128, Speciality Tea - Peppermint,1.3
367,129, Iced latte,2.35
368,129, Glass of milk,0.7
369,129, Speciality Tea - English breakfast,1.3
370,129, Red Label tea,1.2
371,130, Smoothies - Berry Beautiful,2.0
372,130, Smoothies - Berry Beautiful,2.0
373,131,Regular Luxury hot chocolate,2.4
374,131, Speciality Tea - Earl Grey,1.3
375,131,Regular Filter coffee,1.5
376,132, Iced americano,2.15
377,132, Frappes - Coffee,2.75
378,133, Speciality Tea - Earl Grey,1.3
379,133, Frappes - Strawberries & Cream,2.75
380,133,Large Flavoured hot chocolate - Caramel,2.9
381,134, Frappes - Strawberries & Cream,2.75
382,134, Speciality Tea - Camomile,1.3
383,134, Iced latte,2.35
384,134, Speciality Tea - Darjeeling,1.3
385,134,Large Flavoured latte - Hazelnut,2.85
386,135,Regular Filter coffee,1.5
387,135,Regular Filter coffee,1.5
388,135, Frappes - Chocolate Cookie,2.75
389,136, Glass of milk,0.7
390,136, Babyccino,0.0
391,136, Flavoured iced latte - Hazelnut,2.75
392,137,Large Filter coffee,1.8
393,137,Regular Hot chocolate,2.2
394,138, Speciality Tea - Earl Grey,1.3
395,138, Speciality Tea - Camomile,1.3
396,138,Regular Filter coffee,1.5
397,138,Regular Hot chocolate,2.2
398,138,Large Flavoured latte - Hazelnut,2.85
399,139,Large Flavoured hot chocolate - Hazelnut,2.9
400,139, Frappes - Coffee,2.75
401,139, Speciality Tea - Fruit,1.3
402,139, Mocha,2.3
403,140,Regular Flavoured latte - Vanilla,2.55
404,140, Smoothies - Berry Beautiful,2.0
405,140,Large Hot chocolate,2.9
406,140,Regular Cappuccino,2.15
407,141,Large Flavoured hot chocolate - Vanilla,2.9
408,141, Speciality Tea - English breakfast,1.3
409,142, Iced americano,2.15
410,142, Flavoured iced latte - Vanilla,2.75
411,143,Large Luxury hot chocolate,2.7
412,143, Speciality Tea - English breakfast,1.3
413,143, Hot Chocolate,1.4
414,144, Smoothies - Glowing Greens,2.0
415,145, Cortado,2.05
416,145,Large Latte,2.45
417,145, Flavoured iced latte - Caramel,2.75
418,145, Iced latte,2.35
419,145, Flat white,2.15
420,146, Frappes - Chocolate Cookie,2.75
421,146, Speciality Tea - Darjeeling,1.3
422,147,Large Flavoured latte - Caramel,2.85
423,147, Speciality Tea - Green,1.3
424,147,Regular Flavoured latte - Hazelnut,2.55
425,147,Large Flavoured latte - Caramel,2.85
426,147,Large Americano,2.25
427,148,Regular Flavoured latte - Gingerbread,2.55
428,149, Speciality Tea - Fruit,1.3
429,149,Regular Filter coffee,1.5
430,149,Regular Hot chocolate,2.2
431,150, Speciality Tea - Fruit,1.3
432,151, Speciality Tea - Darjeeling,1.3
433,151, Speciality Tea - Darjeeling,1.3
434,151, Iced latte,2.35
435,151, Flavoured iced latte - Hazelnut,2.75
436,151,Regular Flavoured latte - Caramel,2.55
437,152, Frappes - Coffee,2.75
438,152,Large Americano,2.25
439,152, Smoothies - Glowing Greens,2.0
440,152, Iced americano,2.15
441,153, Speciality Tea - English breakfast,1.3
442,154, Hot Chocolate,1.4
443,154, Hot Chocolate,1.4
444,154, Speciality Tea - Green,1.3
445,155, Flavoured iced latte - Hazelnut,2.75
446,155,Regular Flavoured latte - Vanilla,2.55
447,155, Mocha,2.3
448,156,Regular Flavoured hot chocolate - Vanilla,2.6
449,157, Smoothies - Glowing Greens,2.0
450,157,Large Flavoured latte - Gingerbread,2.85
451,157, Frappes - Chocolate Cookie,2.75
452,158,Large Flavoured hot chocolate - Hazelnut,2.9
453,158,Large Flavoured hot chocolate - Caramel,2.9
454,158, Iced latte,2.35
455,159, Babyccino,0.0
456,159, Smoothies - Berry Beautiful,2.0
457,159, Hot Chocolate,1.4
458,160, Smoothies - Carrot Kick,2.0
459,160, Frappes - Coffee,2.75
460,161, Iced americano,2.15
461,161,Regular Flavoured hot chocolate - Hazelnut,2.6
462,162, Iced latte,2.35
463,162, Iced latte,2.35
464,162,Regular Latte,2.15
465,163, Babyccino,0.0
466,163,Regular Flavoured hot chocolate - Vanilla,2.6
467,164, Frappes - Chocolate Cookie,2.75
468,164, Smoothies - Glowing Greens,2.0
469,164,Large Latte,2.45
470,164, Speciality Tea - Earl Grey,1.3
471,164, Speciality Tea - Peppermint,1.3
472,165,Regular Flavoured hot chocolate - Hazelnut,2.6
473,165,Regular Cappuccino,2.15
474,165, Flavoured iced latte - Caramel,2.75
475,165, Glass of milk,0.7
476,165, Speciality Tea - English breakfast,1.3
477,166, Smoothies - Carrot Kick,2.0
478,166, Flavoured iced latte - Hazelnut,2.75
479,166, Frappes - Coffee,2.75
480,166, Frappes - Strawberries & Cream,2.75
481,167,Regular Luxury hot chocolate,2.4
482,167, Red Label tea,1.2
483,167,Regular Flavoured latte - Gingerbread,2.55
484,167,Large Luxury hot chocolate,2.7
485,168, Iced americano,2.15
486,169, Flavoured iced latte - Vanilla,2.75
487,169,Large Flavoured hot chocolate - Hazelnut,2.9
488,169,Regular Flavoured latte - Gingerbread,2.55
489,170,Regular Flavoured hot chocolate - Vanilla,2.6
490,171,Large Flavoured hot chocolate - Vanilla,2.9
491,172, Frappes - Chocolate Cookie,2.75
492,173, Smoothies - Glowing Greens,2.0
493,173, Glass of milk,0.7
494,173, Speciality Tea - English breakfast,1.3
495,173,Large Espresso,1.8
496,174,Regular Latte,2.15
497,174, Babyccino,0.0
498,175, Speciality Tea - English breakfast,1.3
499,175, Flavoured iced latte - Caramel,2.75
500,175, Speciality Tea - Camomile,1.3
501,176, Speciality Tea - English breakfast,1.3
502,176,Large Flavoured hot chocolate - Caramel,2.9
503,177,Large Americano,2.25
504,178, Flavoured iced latte - Caramel,2.75
505,178, Smoothies - Carrot Kick,2.0
506,178, Mocha,2.3
507,178,Large Flavoured latte - Gingerbread,2.85
508,179, Iced latte,2.35
509,180,Regular Flavoured hot chocolate - Vanilla,2.6
510,180, Iced latte,2.35
511,180, Red Label tea,1.2
512,180,Regular Latte,2.15
513,181, Smoothies - Carrot Kick,2.0
514,181,Regular Americano,1.95
515,181, Babyccino,0.0
516,181,Regular Flavoured latte - Hazelnut,2.55
517,181,Large Flavoured hot chocolate - Vanilla,2.9
518,182,Regular Flavoured latte - Gingerbread,2.55
519,182, Iced americano,2.15
520,183,Large Filter coffee,1.8
521,183,Regular Flavoured latte - Vanilla,2.55
522,183, Speciality Tea - Camomile,1.3
523,183, Speciality Tea - Earl Grey,1.3
524,184, Flavoured iced latte - Hazelnut,2.75
525,184, Smoothies - Berry Beautiful,2.0
526,184, Frappes - Chocolate Cookie,2.75
527,185,Large Hot chocolate,2.9
528,185, Flavoured iced latte - Caramel,2.75
529,185, Speciality Tea - Earl Grey,1.3
530,186, Flavoured iced latte - Vanilla,2.75
531,186, Frappes - Coffee,2.75
532,186,Regular Flavoured latte - Vanilla,2.55
533,187, Mocha,2.3
534,188, Smoothies - Carrot Kick,2.0
535,188,Regular Flavoured latte - Hazelnut,2.55
536,188, Iced americano,2.15
537,189, Speciality Tea - Peppermint,1.3
538,189, Mocha,2.3
539,189, Speciality Tea - Camomile,1.3
540,190,Large Americano,2.25
541,191,Large Flavoured hot chocolate - Caramel,2.9
542,191, Frappes - Chocolate Cookie,2.75
543,191, Smoothies - Berry Beautiful,2.0
544,192, Babyccino,0.0
545,192,Regular Americano,1.95
546,192, Speciality Tea - Camomile,1.3
547,192, Flavoured iced latte - Vanilla,2.75
548,193, Frappes - Chocolate Cookie,2.75
549,193,Large Cappuccino,2.45
550,193, Flat white,2.15
551,194, Speciality Tea - Camomile,1.3
552,195, Flavoured iced latte - Caramel,2.75
553,195, Flavoured iced latte - Hazelnut,2.75
554,195,Large Americano,2.25
555,196,Large Flavoured hot chocolate - Hazelnut,2.9
556,197,Large Flavoured hot chocolate - Hazelnut,2.9
557,197,Regular Hot chocolate,2.2
558,197, Frappes - Strawberries & Cream,2.75
559,197, Speciality Tea - English breakfast,1.3
560,197, Flavoured iced latte - Vanilla,2.75
561,198, Speciality Tea - English breakfast,1.3
562,198,Large Luxury hot chocolate,2.7
563,199,Regular Flavoured hot chocolate - Vanilla,2.6
564,199,Regular Hot chocolate,2.2
565,199, Speciality Tea - English breakfast,1.3
566,199,Large Cappuccino,2.45
567,199, Smoothies - Glowing Greens,2.0
568,200, Speciality Tea - Peppermint,1.3
569,200,Large Hot chocolate,2.9
570,200, Smoothies - Carrot Kick,2.0
571,200, Flavoured iced latte - Caramel,2.75
572,200,Regular Flavoured hot chocolate - Vanilla,2.6
573,201,Large Luxury hot chocolate,2.7
574,201,Regular Flavoured hot chocolate - Vanilla,2.6
575,201,Regular Filter coffee,1.5
576,202, Speciality Tea - English breakfast,1.3
577,202, Hot Chocolate,1.4
578,202, Frappes - Chocolate Cookie,2.75
579,202, Hot Chocolate,1.4
580,203, Iced americano,2.15
581,204, Iced americano,2.15
582,204,Regular Flavoured hot chocolate - Caramel,2.6
583,204,Large Flavoured hot chocolate - Vanilla,2.9
584,205, Speciality Tea - English breakfast,1.3
585,205,Regular Americano,1.95
586,205, Mocha,2.3
587,205,Regular Flavoured latte - Hazelnut,2.55
588,205, Speciality Tea - Fruit,1.3
589,206, Frappes - Chocolate Cookie,2.75
590,206,Large Flavoured latte - Caramel,2.85
591,206,Large Flavoured hot chocolate - Caramel,2.9
592,206,Large Flavoured latte - Hazelnut,2.85
593,207,Large Cappuccino,2.45
594,207, Frappes - Coffee,2.75
595,208, Smoothies - Carrot Kick,2.0
596,209,Regular Flavoured latte - Hazelnut,2.55
597,209,Large Americano,2.25
598,209, Iced americano,2.15
599,210,Regular Flavoured hot chocolate - Vanilla,2.6
600,210, Frappes - Strawberries & Cream,2.75
601,210,Regular Flavoured latte - Caramel,2.55
602,210, Red Label tea,1.2
603,211, Frappes - Coffee,2.75
604,211, Iced latte,2.35
605,212,Regular Flavoured latte - Gingerbread,2.55
606,212,Large Flavoured hot chocolate - Vanilla,2.9
607,212, Flavoured iced latte - Vanilla,2.75
608,212, Speciality Tea - Fruit,1.3
609,213, Frappes - Coffee,2.75
610,213, Iced americano,2.15
611,213,Large Espresso,1.8
612,213, Flat white,2.15
613,213, Smoothies - Berry Beautiful,2.0
614,214, Flavoured iced latte - Caramel,2.75
615,214, Flavoured iced latte - Hazelnut,2.75
616,214, Glass of milk,0.7
617,214,Large Hot chocolate,2.9
618,214, Speciality Tea - Camomile,1.3
619,215, Flavoured iced latte - Vanilla,2.75
620,215, Flat white,2.15
621,215, Flavoured iced latte - Vanilla,2.75
622,216,Regular Chai latte,2.3
623,216, Speciality Tea - Fruit,1.3
624,217,Regular Flavoured hot chocolate - Vanilla,2.6
625,217, Iced latte,2.35
626,217, Mocha,2.3
627,218,Large Flavoured hot chocolate - Caramel,2.9
628,219, Flavoured iced latte - Hazelnut,2.75
629,219, Speciality Tea - Peppermint,1.3
630,219,Large Flavoured hot chocolate - Hazelnut,2.9
631,220, Speciality Tea - Earl Grey,1.3
632,221, Speciality Tea - Green,1.3
633,221,Regular Flavoured hot chocolate - Hazelnut,2.6
634,222, Flavoured iced latte - Caramel,2.75
635,223,Large Chai latte,2.6
636,223,Large Flavoured hot chocolate - Caramel,2.9
637,223, Iced latte,2.35
638,223, Red Label tea,1.2
639,223,Regular Filter coffee,1.5
640,224, Red Label tea,1.2
641,224, Iced latte,2.35
642,225,Large Latte,2.45
643,226, Cortado,2.05
644,226,Large Latte,2.45
645,226, Speciality Tea - Peppermint,1.3
646,226,Large Espresso,1.8
647,226, Flavoured iced latte - Caramel,2.75
648,227, Speciality Tea - Green,1.3
649,227, Speciality Tea - English breakfast,1.3
650,227,Large Cappuccino,2.45
651,227,Regular Hot chocolate,2.2
652,227, Mocha,2.3
653,228, Frappes - Chocolate Cookie,2.75
654,228,Large Flavoured latte - Gingerbread,2.85
655,228, Babyccino,0.0
656,228, Frappes - Chocolate Cookie,2.75
657,228,Large Flavoured hot chocolate - Vanilla,2.9
658,229, Smoothies - Berry Beautiful,2.0
659,229, Hot Chocolate,1.4
660,229,Regular Flavoured hot chocolate - Caramel,2.6
661,229, Hot Chocolate,1.4
662,230,Regular Americano,1.95
663,230, Flavoured iced latte - Vanilla,2.75
664,230,Large Flavoured latte - Hazelnut,2.85
665,231,Regular Espresso,1.5
666,231, Iced latte,2.35
667,231, Frappes - Coffee,2.75
668,231,Large Hot chocolate,2.9
669,231, Flavoured iced latte - Hazelnut,2.75
670,232, Speciality Tea - Fruit,1.3
671,232,Large Flavoured hot chocolate - Vanilla,2.9
672,232,Large Flavoured hot chocolate - Vanilla,2.9
673,232,Regular Cappuccino,2.15
674,233,Regular Flavoured latte - Gingerbread,2.55
675,233,Regular Flavoured latte - Vanilla,2.55
676,233, Red Label tea,1.2
677,233, Frappes - Coffee,2.75
678,233,Regular Flavoured latte - Vanilla,2.55
679,234,Regular Luxury hot chocolate,2.4
680,235,Regular Cappuccino,2.15
681,236,Large Americano,2.25
682,236,Regular Filter coffee,1.5
683,237, Red Label tea,1.2
684,237, Frappes - Chocolate Cookie,2.75
685,237,Regular Luxury hot chocolate,2.4
686,237, Smoothies - Berry Beautiful,2.0
687,238, Mocha,2.3
688,238,Large Espresso,1.8
689,238, Smoothies - Glowing Greens,2.0
690,238,Large Flavoured latte - Gingerbread,2.85
691,239,Regular Flavoured hot chocolate - Hazelnut,2.6
692,240,Large Flavoured hot chocolate - Vanilla,2.9
